phrase|label
Who plays shortstop for Charlie Brown 's baseball team \?|30
What country did the Romans call Hibernia \?|33
Who was the most famous food editor of The New York Times \?|30
How many dogs pull a sled in the Iditarod \?|38
What 's a male witch called \?|25
How long does cocaine stay in your system \?|45
What two countries fought the Hundred Years ' War \?|33
Who was the last U S president to reinstate Selective Service registration \?|30
On which dates does the running of the bulls occur in Pamplona , Spain \?|39
What was the name of the lawyer who represented Randy Steven Craft \?|30
What happens to used motor oil \?|3
What is the most commonly used 1 letter word in the English language \?|27
What actress 's autobiography is titled Shelley Also Known as Shirley \?|30
How many colors was the 1940s collectible called a Donald Duck Rubber Boat \?|38
How did the 7th inning stretch get started \?|4
Who lived on the shores of the Gitchee Gumee River \?|30
What did Tristan come back as \?|17
What country will hit the year 2 first \?|33
What colors make up a rainbow \?|8
What war did Johnny Reb and Billy Yank fight \?|12
Who is section manager for guidance and control systems at JPL \?|30
What is Goldfinger 's first name \?|30
What square is the geographical center of London \?|35
Which of the following famous people does not paint as a hobby \?|30
What is the most populated city in the world \?|32
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub \?|38
What is the cost of the drugs used in tuberculosis treatments \?|41
What does JESSICA mean \?|1
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit \?|12
Ray Charles is best known for playing what instrument \?|14
Where did Victor Hugo spend his exile \?|35
What was Nine Tailors , the television show from 1974 , about \?|3
How does the Elongated Man know a mystery is afoot \?|4
What food of the three bears did Goldilocks eat \?|13
What is Boston Kreme \?|2
Who should I call to get a tour of the New York Stock Exchange \?|30
How many airline schools are there in the U S \?|38
What U S general died December 1 , 1945 , when his jeep collided with a truck \?|30
What is a swatch \?|2
What does Ouija mean \?|2
How many major Nazi leaders went on trial after the war at Nuremberg \?|38
What kind of fish is a coney \?|6
What state did Helen Keller call home \?|36
What was the name of the director of the movie `` Jaws '' \?|30
What steps can be taken to prevent diabetes \?|3
What were the first words spoken on a film sound track \?|3
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup \?|39
What country 's royal house is Bourbon Parma \?|33
What film was Jude Law in \?|9
Who portrayed W C Fields in the film W C Fields and Me \?|30
What were the ceremony traditions like during the Elizabethian times \?|17
Which college did Dikembe Mutombo play basketball at \?|29
What is a fear of going to bed \?|11
Where did the saying `` rule of thumb '' come from \?|3
Why does sound travel quicker through water than air \?|5
How much money does the Sultan of Brunei have \?|41
What country would you visit to ski in the Dolomites \?|33
What month 's third weekend is the Monterey Jazz Festival held on \?|39
What is the `` Global Economy '' \?|2
Who built the first successful stern wheel steamboat \?|30
What is a caul \?|2
Who was Hitler 's minister of propaganda \?|30
Who was the first doctor to successfully transplant a liver \?|30
What does the theory of quantum leaps mean in simpler terms \?|2
What is a bone marrow transplant \?|2
What is the difference between a classical and an acoustic guitar \?|3
What African capital is named for a U S president \?|32
What is the name of a language spoken by the Sioux \?|15
What Mediterranean island is home to the first Club Med \?|35
What does an edentulous smile lack \?|17
What is a fear of jealousy \?|11
Where can you find the Venus flytrap \?|35
What is the largest sculpture in the world \?|9
When was John D Rockefeller born \?|39
What building built in 18 contains 327 miles of book shelves \?|35
What is home banking \?|2
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick \?|9
Who was the lawyer for Randy Steven Craft \?|30
How do hermit crabs reproduce \?|4
Who is reputed to be the greatest maker of violins \?|30
How do you stop junk snail mail \?|4
What future Soviet dictator was training to be a priest when he got turned on to Marxism \?|30
How long does James Bond like his eggs boiled \?|45
What U S city 's skyline boasts the Gateway Arch \?|32
Where is Belize located \?|35
What 's the common name for a Japanese dwarf tree \?|25
What did Thomas Paine write \?|9
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion \?|30
Who was the first jockey to ride two Triple Crown winners \?|30
What Lewis Carroll book introduced Humpty Dumpty to the world \?|9
Who wrote Brave New World \?|30
What state does Charles Robb represent \?|36
What is hydroelectricity \?|2
How many people are taller than 7 feet \?|38
Who wrote Unsafe at Any Speed \?|30
How many islands make up Antigua \?|38
How does an abacus work \?|4
What is the fear of the computer called \?|11
What is a technique popularly used to detect birth defects \?|24
What U S state boasts Stone Mountain , the world 's largest mass of exposed granite \?|36
What British commander surrendered to George Washington at Yorktown in 1781 \?|30
What according to the Kinsey Institute , is the sexual preference of four percent of American males \?|3
Who created the World Wide Web , WWW \?|30
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness \?|24
What is the name of the president of Garmat U S A \?|30
What was the name of the television show , starring Karl Madsen , that had San Francisco in the title \?|9
Who were leaders of the Byzantine empire \?|30
Who was the first President to appoint a woman to head a cabinet \?|30
What is splatterpunk \?|2
What is the orgin of xoxoxox \?|3
Who built the first pyramid \?|29
What southeast Asian country has the Wang River joining the Ping River at Tak \?|33
What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in \?|32
What color tennis balls are used at Wimbledon \?|8
What is a 2 sided object called \?|25
Name a French fascist party|29
Name the French historical period during the reign of Napoleon III|12
What movie has made the most money \?|9
What is time \?|2
How many states have a lottery \?|38
What is the name of the largest city in Chile , South America \?|32
What are you caught in if a haboob blows up \?|17
What ratio of children of ages between two and eleven watch ` The Simpsons ' \?|44
How many cities are there in Utah \?|38
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat \?|29
How many visitors go to the Vatican each year \?|38
What is the population of Mexico \?|43
How do you get silly putty out of fabric \?|4
What is the best online games site \?|35
Why is the word `` abbreviation '' so long \?|5
What century did art 's Romantic Period begin in \?|39
How many spaces follow a period at the end of a sentence \?|38
What is a cake of soap \?|2
In what year was the Berlin Wall erected \?|39
What is the weight of a teaspoon of matter in a black hole \?|49
What is the approximate weight of a teaspoon of matter in a black hole \?|49
What does MSG stand for \?|1
On what avenue is the original Saks department store located \?|35
Where does the song Anything Goes take place \?|35
Where was the first zoo in the U S \?|35
How far is Yaroslavl from Moscow \?|40
What is April 's gemstone \?|17
What is the present Pope named \?|30
Who is the nebbish that is Marvel 's official mascot \?|30
What powdered soft drink mix went into space \?|13
What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions \?|17
What is one of the languages spoken by the Sioux called \?|15
How many bytes are in a terabyte \?|38
Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' \?|30
In what ways did Ivan IV support Russian expansion \?|24
